var_type,format,voice_type_desc,voice_type_desc.1,voice,group,cost
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,famiglie_alta,0
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,famiglie_alta,6.56
isc,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,famiglie_alta,0
isc,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,famiglie_alta,0
isc,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,famiglie_alta,0
isc,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,famiglie_alta,0
isc,online,carta di debito,carta di debito,Canone carta di debito,famiglie_alta,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,famiglie_alta,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,famiglie_alta,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,famiglie_alta,0
isc,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,famiglie_alta,0
isc,online,carta di credito,carta di credito,Carta di credito,famiglie_alta,30.99
isc,online,carta di credito,carta di credito,invio estratto conto,famiglie_alta,0
isc,online,carta prepagata,carta prepagata,Carta Prepagata,famiglie_alta,0
isc,online,carta prepagata,carta prepagata,Ricarica carta pregata,famiglie_alta,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,famiglie_alta,3.85
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,famiglie_alta,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,famiglie_alta,0
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,famiglie_alta,18
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,famiglie_alta,0
isc,online,bonifici,bonifici,Accredito stipendio/pensione,famiglie_alta,0
isc,online,bonifici,bonifici,Bonifici vs Italia allo sportello,famiglie_alta,0
isc,online,bonifici,bonifici,Bonifici vs Italia online,famiglie_alta,5
isc,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,famiglie_alta,0
isc,online,total,total,Totale,famiglie_alta,64.4
valore,sportello,base,base,Canone,pensionati_bassa,48
valore,sportello,base,base,Nowbanking Privati,pensionati_bassa,0
valore,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,0
valore,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,0.16
valore,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,1
valore,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,0
valore,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,0.2125
valore,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,0.85
valore,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,0
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,0
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,2.1
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,2.1
valore,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,0
valore,sportello,carta di credito,carta di credito,Carta di credito,pensionati_bassa,30.99
valore,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,1.15
valore,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,12
valore,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,1
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,0.35
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,0
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,0
valore,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,1.5
valore,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,1.5
valore,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,0
valore,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,3.5
valore,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,0.5
valore,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,0
valore,sportello,total,total,Totale,pensionati_bassa,
numero_operazioni,sportello,base,base,Canone,pensionati_bassa,1
numero_operazioni,sportello,base,base,Nowbanking Privati,pensionati_bassa,1
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,5
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,5
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,6
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,6
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,4
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,4
numero_operazioni,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,1
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,28
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,2
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,1
numero_operazioni,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,20
numero_operazioni,sportello,carta di credito,carta di credito,Carta di credito,pensionati_bassa,0
numero_operazioni,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,0
numero_operazioni,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,0
numero_operazioni,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,0
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,5
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,18
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,2
numero_operazioni,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,0
numero_operazioni,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,0
numero_operazioni,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,12
numero_operazioni,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,3
numero_operazioni,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,0
numero_operazioni,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,2
numero_operazioni,sportello,total,total,Totale,pensionati_bassa,124
isc,sportello,base,base,Canone,pensionati_bassa,48
isc,sportello,base,base,Nowbanking Privati,pensionati_bassa,0
isc,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,0
isc,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,0.8
isc,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,6
isc,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,0
isc,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,0.85
isc,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,3.4
isc,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,0
isc,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,0
isc,sportello,carta di credito,carta di credito,Carta di credito,pensionati_bassa,0
isc,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,0
isc,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,0
isc,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,0
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,1.75
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,0
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,0
isc,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,0
isc,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,0
isc,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,0
isc,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,10.5
isc,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,0
isc,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,0
isc,sportello,total,total,Totale,pensionati_bassa,71.3
valore,online,base,base,Canone,pensionati_bassa,48
valore,online,base,base,Nowbanking Privati,pensionati_bassa,0
valore,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,1
valore,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,0.16
valore,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,1
valore,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,0
valore,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,0
valore,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,0
valore,online,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,0
valore,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,0
valore,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,2.1
valore,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,2.1
valore,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,0
valore,online,carta di credito,carta di credito,Carta di credito,pensionati_bassa,30.99
valore,online,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,0
valore,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,12
valore,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,0.5
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,0.35
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,0
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,0
valore,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,1.5
valore,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,1.5
valore,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,0
valore,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,3.5
valore,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,0.5
valore,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,0
valore,online,total,total,Totale,pensionati_bassa,
numero_operazioni,online,base,base,Canone,pensionati_bassa,1
numero_operazioni,online,base,base,Nowbanking Privati,pensionati_bassa,1
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,0
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,10
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,0
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,6
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,4
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,4
numero_operazioni,online,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,1
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,34
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,2
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,1
numero_operazioni,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,20
numero_operazioni,online,carta di credito,carta di credito,Carta di credito,pensionati_bassa,0
numero_operazioni,online,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,0
numero_operazioni,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,0
numero_operazioni,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,0
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,5
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,18
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,2
numero_operazioni,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,0
numero_operazioni,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,0
numero_operazioni,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,12
numero_operazioni,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,0
numero_operazioni,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,3
numero_operazioni,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,2
numero_operazioni,online,total,total,Totale,pensionati_bassa,124
isc,online,base,base,Canone,pensionati_bassa,48
isc,online,base,base,Nowbanking Privati,pensionati_bassa,0
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_bassa,0
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_bassa,1.6
isc,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_bassa,0
isc,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_bassa,0
isc,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_bassa,0
isc,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_bassa,0
isc,online,carta di debito,carta di debito,Canone carta di debito,pensionati_bassa,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_bassa,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_bassa,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_bassa,0
isc,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_bassa,0
isc,online,carta di credito,carta di credito,Carta di credito,pensionati_bassa,0
isc,online,carta di credito,carta di credito,invio estratto conto,pensionati_bassa,0
isc,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_bassa,0
isc,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_bassa,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_bassa,1.75
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_bassa,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_bassa,0
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_bassa,0
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_bassa,0
isc,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_bassa,0
isc,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_bassa,0
isc,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_bassa,1.5
isc,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_bassa,0
isc,online,total,total,Totale,pensionati_bassa,52.85
valore,sportello,base,base,Canone,pensionati_media,24
valore,sportello,base,base,Nowbanking Privati,pensionati_media,0
valore,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,0
valore,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,0.16
valore,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,1
valore,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,0
valore,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,0.2125
valore,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,0.85
valore,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_media,0
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,0
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,2.1
valore,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,2.1
valore,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,0
valore,sportello,carta di credito,carta di credito,Carta di credito,pensionati_media,30.99
valore,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_media,1.15
valore,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,12
valore,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,1
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,0.35
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,0
valore,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,0
valore,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,1.5
valore,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,1.5
valore,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,0
valore,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,3.5
valore,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,0.5
valore,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,0
valore,sportello,total,total,Totale,pensionati_media,
numero_operazioni,sportello,base,base,Canone,pensionati_media,1
numero_operazioni,sportello,base,base,Nowbanking Privati,pensionati_media,1
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,7
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,18
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,8
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,6
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,4
numero_operazioni,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,4
numero_operazioni,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_media,1
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,34
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,4
numero_operazioni,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,1
numero_operazioni,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,32
numero_operazioni,sportello,carta di credito,carta di credito,Carta di credito,pensionati_media,1
numero_operazioni,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_media,12
numero_operazioni,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,0
numero_operazioni,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,0
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,10
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,24
numero_operazioni,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,2
numero_operazioni,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,0
numero_operazioni,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,0
numero_operazioni,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,12
numero_operazioni,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,4
numero_operazioni,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,2
numero_operazioni,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,3
numero_operazioni,sportello,total,total,Totale,pensionati_media,189
isc,sportello,base,base,Canone,pensionati_media,24
isc,sportello,base,base,Nowbanking Privati,pensionati_media,0
isc,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,0
isc,sportello,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,2.88
isc,sportello,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,8
isc,sportello,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,0
isc,sportello,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,0.85
isc,sportello,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,3.4
isc,sportello,carta di debito,carta di debito,Canone carta di debito,pensionati_media,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,0
isc,sportello,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,0
isc,sportello,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,0
isc,sportello,carta di credito,carta di credito,Carta di credito,pensionati_media,30.99
isc,sportello,carta di credito,carta di credito,invio estratto conto,pensionati_media,13.8
isc,sportello,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,0
isc,sportello,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,0
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,3.5
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,0
isc,sportello,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,0
isc,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,0
isc,sportello,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,0
isc,sportello,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,0
isc,sportello,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,14
isc,sportello,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,1
isc,sportello,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,0
isc,sportello,total,total,Totale,pensionati_media,102.42
valore,online,base,base,Canone,pensionati_media,24
valore,online,base,base,Nowbanking Privati,pensionati_media,0
valore,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,1
valore,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,0.16
valore,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,1
valore,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,0
valore,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,0
valore,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,0
valore,online,carta di debito,carta di debito,Canone carta di debito,pensionati_media,0
valore,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,0
valore,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,2.1
valore,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,2.1
valore,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,0
valore,online,carta di credito,carta di credito,Carta di credito,pensionati_media,30.99
valore,online,carta di credito,carta di credito,invio estratto conto,pensionati_media,0
valore,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,12
valore,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,0.5
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,0.35
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,0
valore,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,0
valore,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,1.5
valore,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,1.5
valore,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,0
valore,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,3.5
valore,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,0.5
valore,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,0
valore,online,total,total,Totale,pensionati_media,
numero_operazioni,online,base,base,Canone,pensionati_media,1
numero_operazioni,online,base,base,Nowbanking Privati,pensionati_media,1
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,0
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,25
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,0
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,6
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,4
numero_operazioni,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,4
numero_operazioni,online,carta di debito,carta di debito,Canone carta di debito,pensionati_media,1
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,42
